id,forum,author,nick,title,content,created_time,ts
M.1454469670.A.695,Gossiping,bill19911026,海線金城武,Re: [新聞] 「交通沒救了?」柯文哲:我再開除幾個,"現在的市長是以日本為借鏡
很多人說交通官員考察是考察什麼東西

我可以跟你講 現在在做的和未來可能做的都是日本在做的東西啊....

比如說停車收費提高 或是限時 未來應該會限時
擴建人行道 新增自行車空間 日本的人行道真的做的不錯

雖然說這個交通局長在我看來是比較死的一個局長 很理論的一個局長
但是會讓我們看到一個實驗空間
看引進國外的交通管理 套用上去會發生什麼事

如果假設日本人來管台灣的交通會發生什麼事
應該會比現在強度更強 然後駕駛人會鬼哭神號好一陣子吧科科

--",2016-02-06 05:34:44,2016-02-03 11:21:07
M.1454469261.A.354,Gossiping,dudu5566,仁甫哥超MAN!!!,Re: [新聞] 「交通沒救了?」柯文哲:我再開除幾個局長,"※ 引述《soweina1 (XXX)》之銘言：
: 公務員沒做好不就應該開除嗎?
: 這個版不是對公務員最嚴格的嗎?
: 怎麼為了黑柯P反而挺那些不做事、無能的公務員了?
: ※ 引述《st900278 (喵咪喵喵叫)》之銘言：
: : 標題殺人?
: : 柯文哲就是認為 開除了大家就會怕  殺雞儆猴啊
: : 選了一個這樣的市長 不論別的 最重要的交通你不能把它弄爛啊
: : 弄爛了 就找人來開刀
: : 這樣只是快速的把自己的聲望降低而已
: : 另外 柯文哲應該要找個發言人
: : 一天到晚口無遮攔 看在別人眼中只是笑話而已
: : 三天一小失言 五天一大失言
: : 這次說""自從開除兩個（周麗芳、倪重華）以後，現在突然就很想開除人""
: : 一下就把團隊的士氣打到最低 人心惶惶
: : 我看有人在""生涯規劃"" 也是不可避免的事情

拜託 蓋自行車道是誰的主意

難道是交通局長自己想的 不是柯P的政策？

在過年前交通最繁忙時施工

難道事先柯P都不知道

公文他都沒看 市政會議交通局長都沒提？

只會要求底下檢討 恐嚇要開除

怎麼也不檢討提出拓寬自行車道的政見

事先看到施工計畫也同意的自己呢

出包就罵底下 自己都沒錯 這跟鄉民最討厭的慣老闆有什麼不同

--",2016-02-06 05:35:19,2016-02-03 11:14:18
M.1454469210.A.8AA,Gossiping,pttyeon,the one,Re: [新聞] 「交通沒救了?」柯文哲:我再開除幾個局長,"※ 引述《st900278 (喵咪喵喵叫)》之銘言：
: 標題殺人?
: 柯文哲就是認為 開除了大家就會怕  殺雞儆猴啊
: 選了一個這樣的市長 不論別的 最重要的交通你不能把它弄爛啊
: 弄爛了 就找人來開刀
: 這樣只是快速的把自己的聲望降低而已
: 另外 柯文哲應該要找個發言人
: 一天到晚口無遮攔 看在別人眼中只是笑話而已
: 三天一小失言 五天一大失言
: 這次說""自從開除兩個（周麗芳、倪重華）以後，現在突然就很想開除人""
: 一下就把團隊的士氣打到最低 人心惶惶
: 我看有人在""生涯規劃"" 也是不可避免的事情
: : 塞爆了！柯：再開除幾個局長，大家慢慢就改善了
: : 「我每天都K人，交通局長已經被K到…」由於最近的交通堵塞問題民眾很有感，但交通局
: : 卻對外回應是因為下雨、油價迭降等因素造成的，引發民眾抱怨不斷，柯文哲在專訪中也
: : 忍不住問，「台北市的交通是今天突然變壞的嗎？不是，是這一年慢慢變壞的嘛，三橫三
: : 縱自行車道挖馬路出問題，你們（問交通局）有沒有馬上檢討？沒有」，他批交通局沒有
: : 好好地反省與改進，並把這個觀念融入日常的行事文化中。
: : 對於在幹道上開挖自行車道，開挖一個車道，再把工程車占掉一個車道，造成北市大塞車
: : ，自稱「宅男」的柯文哲說「連我都注意到，你就知道（問題）多嚴重」他接著問交通局
: : 「在幹道上施工，為什麼沒把施工工期列為最開標的條件之一？我現在每天要人寫檢討報
: : 告，犯的錯誤還很多」，他更語出驚人的說：「我再開除幾個局長，大家慢慢就會改善了
: : 」，「自從開除兩個（周麗芳、倪重華）以後，現在突然就很想開除人」。訪談現場，此
: : 時換一旁的新聞幕僚「臉快綠了」，連忙打圓場，暗示柯文哲別再往下講。
: : 作為一個市府的最高長官，柯文哲認為，光是寫還不夠，檢討報告出來最重要的是變成
: : SOP（標準作業程序），所以K局處的同時，也問局處反省了什麼？有沒有寫成SOP？三橫
: : 三縱到現在為止犯了多少錯誤？他要求交報告，「反省與改進是一種文化，沒有寫成SOP
: : ，講一講沒有用」。

   不就自己打自己臉..
  1.戴季全波卡早就擬直接砍掉不就沒事..在那邊盧半天
    悠遊卡這種接近壟斷的事業最好是能不賺錢..
    8堂財經課都能接董座..就是個酬庸職位 不會因為換人執政就不酬庸
    隨便找個土博去接都馬OK..
    自己最後還不是砍掉讓自己HP-20%

  2.發言人不就啥林鶴明 中規中矩啊..
    比啥因偉好太多
    自己管不住嘴巴說話mic督上來就說不停..我都以為你是發言人
    市長辭一辭改當發言人好了這麼愛講話...

  3.像他這種沒人脈的..砍掉之後沒人可以用啊
    要馬用dpp的..人家現在要入閣一堆位置誰要來屎缺台北市..
    打開電視我以為台灣只有台北市 每一台都在檢討台北市.

  4.dpp也不要耍白癡啊..很簡單的推論啊
    最精華土地最好取得的台北市5萬公共住宅都蓋不起來..
    想當然耳你小瑛都20萬也是準備跳票..
    全台20萬簡單多了??別傻了 當然是7成都蓋在6都 沒給你5成蓋在雙北不錯了
    台東屏東苗栗這些地方你蓋50萬戶是要給豬住嗎
    2020市長或許會換人 只是我想8年內都不會是dpp籍的拉

  5. 中經院預估明年GDP成長率2.27%。砍一半應該不過分..
     就是個保一總隊..
     柯說那話我不知道過分在哪 就是在暗示你提早說實話半年內不會有啥改變
     不然你520之後要拿馬維拉出來救援嗎
     那不就又回到兩黨一樣爛的 票投XXX思維了

--",2016-02-06 05:35:15,2016-02-03 11:13:26
M.1454469084.A.1EB,Gossiping,vanillav,fate,Re: [新聞] 為何反應慢?姚立明：柯文哲每天早出晚歸,"無聊

難道我家沒腳踏車  還要專門去買一台腳踏車？

一家四口就要買四台？ 那原本買的機車怎麼辦？

騎機車，可以趕時間、可以雙載

腳踏車有符合大多數台灣公民的利益嗎？

真的是很無聊  擾民





※ 引述《wolfpaw (沃夫寶)》之銘言：
: 姚立明：「這根本是不可行的政策，因爲台北冬天有一半時間在下雨，夏天更有三分之二
: 的時間都是酷熱的天氣，「這樣的天氣有誰可以每天騎腳踏車上班？」
: 那怎麼一堆人在騎沒屋頂沒冷氣的機車？
: 楊實秋進一步表示，歐洲城市可以，但台北不行，因爲台北有大量的機車族，台灣特有的
: 機車文化，不能不考量進去，如果蓋了自行車道，機車該往哪走？」
: 就是叫你不要騎啊，
: 沒路騎的時候只能去搭公車捷運
: 久了自然就消滅特有的機車文化了
: 台灣人每次出國都好羨慕
: 羨慕人家先進，羨慕人家市容美麗
: 問題是回國以後要改革
: 馬上就說
: 不行啊，機車文化是台灣特有的
: 不能不考慮，
: 照這樣說：
: 路口違停、公車亂開、鐵皮屋亂搭
: 招牌凌亂、騎樓佔用……黑金選舉
:
: 哪一個不是台灣文化？
: 都不要改，就看全球都在往前進
: 唯獨台灣停駐蹉跎
: 其實搬一堆理由出來阻止發展
: 追根究柢，
: 還不就是大家
: 不能忍受拿出自己所習慣的
: 一點方便，去成就公眾的利益
: 蔣渭水就說台灣人
: 不知永久大計，只圖眼前小利
: 就好像台灣工會永遠組不起來的事實一樣
: 因為每個有力的人都在細細的
: 咀嚼資方給的寶貝碎肉末
: 怕組工會，怕發聲
: 會連碎肉都沒得吃
: 於是團結的力量就被瓦解了
: 台灣人啊…
: 是自己放棄了做夢的勇氣吧！

--",2016-02-06 05:35:09,2016-02-03 11:11:21
M.1454469005.A.AE1,Gossiping,iammyfriend,台中梁朝偉,Re: [新聞] 「交通沒救了?」柯文哲:我再開除幾個局長,"1.柯Ｐ當市長
  柯Ｐ:我開除幾個局長就可以解決了

2.柯Ｐ當校長
  柯Ｐ:我開除幾個主任就可以解決了

3.柯Ｐ當主任
  柯Ｐ:我開除幾個組長就可以解決了

4.柯Ｐ當總統
  柯Ｐ:我開除幾個縣市長就可以解決了

5.柯Ｐ當PTT站長
  柯Ｐ:我開除幾個版主就可以解決了

                              from《你不可不知的~柯文哲治國良方》


--",2016-02-06 05:35:06,2016-02-03 11:10:02
M.1454468761.A.5CA,Gossiping,EpicCrap,EpicCrap,[新聞] 李富城一早崩潰罵柯P 竟意外幫忙宣傳政績,"
李富城一早崩潰罵柯P 竟意外幫忙宣傳政績

http://news.ltn.com.tw/news/politics/breakingnews/1593286
2016-02-03  10:40

〔即時新聞／綜合報導〕

北市交通打結，柯文哲近日深陷爭議，一向對柯文哲很有意見的氣象主播李富城
，今天一早也不忘轉貼批評柯文哲的言論，但沒想到在網友眼中，卻反而幫柯文
哲宣傳上任一年多來的政績。

李富城分享的貼文一開始就批評台北市選出一個無能市長，平日只會耍嘴皮子；
接著列出20項柯文哲一年來做的事，問台北人真的還要繼續忍耐？或者罷免？

這20項包括調漲公車票價、小學生改吃鈣片不喝牛奶、取消重陽敬老禮金（排富
條款）、Youbike前30分鐘免錢變成要收5元。

網友揶揄李富城「根本柯P腦粉」、「自己人」、「感謝信心加持」、「原來是
在列改變成真的政績」。


--",2016-02-06 05:35:43,2016-02-03 11:05:58
M.1454468577.A.C00,Gossiping,chirex,鐵石哥_不含銅鋰鋅,Re: [新聞] 遠雄印書罵柯P 市議員諷刺「有錢沒地方,"※ 引述《picasa (orion78)》之銘言：
: 1.媒體來源:
: ※ 例如蘋果日報、奇摩新聞
: 自由時報
: 2.完整新聞標題:
: ※ 標題沒有寫出來 ---> 依照板規刪除文章
: 遠雄印書罵柯P 市議員諷刺「有錢沒地方花」
: 3.完整新聞內文:
: ※ 社論特稿都不能貼! 違者退文，貼廣告也會被退文喔!
: 〔即時新聞／綜合報導〕台北市府與遠雄集團的大巨蛋爭議仍持續延燒，近日更傳出台北
: 市長柯文哲有意與多家企業合作收購大巨蛋。民進黨台北市議員顏若芳表示，遠雄在近日
: 寄送一套三本的書刊給所有北市議員，書名為《最美好的巨蛋》。
: 根據「民報」報導，顏若芳指出，這是遠雄第三次發送紙本資料給市議員，前兩次都還只
: 是簡易裝訂的單色印刷，此次發送的竟是厚達340頁的精緻書刊。內容則幾乎是在質疑北
: 市府停工的舉動。
: 顏若芳提到，這本刊物從目錄頁開始就在批評北市府與柯文哲，讓她不解地問說，「大家
: 現在都在網路開罵，一毛錢都不用花，遠雄卻反而花大錢，未免太笨了。」顏若芳表示，
: 北市一共63名議員通通都有收到，但遠雄不太可能只印70本或100本，應該是幾百或幾千
: 本起跳，至於還有送給誰就不得而知了。但遠雄這種種的舉動，讓顏若芳諷刺地表示，「
: 財團是有錢沒地方花嗎？」
: 4.完整新聞連結 (或短網址):
: ※ 當新聞連結過長時，需提供短網址方便網友點擊
: http://news.ltn.com.tw/news/politics/breakingnews/1593238
: 5.備註:
: ※ 一個人一天只能張貼一則新聞，被刪或自刪也算額度內，超貼者水桶，請注意
: 可惡 想要


經濟學有沒有學過?

這是邊際效應的問題，網路是很方便，

但不適合長篇大論或是多頁數的論述，

幾百頁的papaer，就是作成pdf也是會很耗頻寬與記憶體空間的，

尤其是現代人習慣用手機看網路，你要他們這麼長的頁數，

又翻閱不易，還有圖表與照片的限制。

還不如果作成漫畫或是影片比較有點閱率。


所以如果是像這種落落長的東西，與其放在網路上任人下載，

人家還不一定會想看，還不如印出來直接交給對方，

還可以直接在上面註記與作記，便宜又方便多了。


而且議員的資訊請更新一下好嗎?

現在的印刷公司都有電子印刷，免製版。少量50本、100本就可以印了，

而且是雙面印刷、裱背、書封(還可以選紙材)一次搞定，3~5個工作天就可以取件了。

硬凹插件，隔日就可以拿了，就像要燙金、局亮等後加工也只要多個1、2天工作天。


那個今年因為員工投訴就不爽取消尾牙，不然年年都上新聞送跑車的那家中部最大印刷廠，

現在就是在專門搞這種線上服務的。

雖然單價是高了點，但比起以往動擇就要三千本才能製版一刷的書籍來說，

方便又快速多了好嗎= =


===
不是要幫大雄護航，只是看不慣這種過時的資訊言論


--",2016-02-06 05:35:39,2016-02-03 11:02:53
M.1454468460.A.2F8,HatePolitics,coober,,Fw: [新聞] 為何反應慢?姚立明：柯文哲每天早出晚歸,"
別再鬼扯甚麼東西 替柯P護航了

老是外國的月亮比較圓

卻沒有考量到差異性

明明就是有問題 就是傲慢


姚這講法已經很護航了

就像很多人談到馬 藍蛆都會護航說是笨不是壞一樣

柯這次就是有問題


※ [本文轉錄自 Gossiping 看板 #1MiLbunx ]

作者: sysstat (sys / stat) 看板: Gossiping
標題: [新聞] 為何反應慢?姚立明：柯文哲每天早出晚歸
時間: Wed Feb  3 09:35:49 2016

1.媒體來源:
風傳媒


2.完整新聞標題:
為何反應慢?姚立明：柯文哲每天早出晚歸，無法體會塞車之苦


3.完整新聞內文:


北市交通大塞車 姚立明批柯文哲：根本不能體會塞車之苦。（資料照片，陳明仁攝）

近日台北各路段大塞車，引起民怨，甚至說「走路都比開車快」，台北市長柯文哲選舉時
的競選總幹事姚立明2日也表示，「柯文哲早出晚歸，根本無法體會塞車之苦。」此外，
姚立明也批評柯文哲提出etag算流量的對策根本沒用，「現在根本是條條流量、東南西北
都有問題。」
交警回崗位，治標不治本

姚立明2日在三立政論節目《新台灣加油》上表示，現在交通民怨已經普遍化，變成嚴重
市政績效問題，姚立明話鋒一轉批柯文哲早出晚歸的生活，不容易體會塞車嚴重性，因此
導致接受訊號慢，到現在還提出etag算流量根本沒用。

對於柯文哲首先要求交警回去崗位，姚立明表示「只治標不治本」，真正根本原因是交通
設施造成交通混亂，批評柯文哲一意孤行要建腳踏車專用道，不僅使交通混亂，腳踏超專
用道更不可能成功。
台北這種天氣，誰可以每天騎腳踏車上班

姚立明表示，柯文哲想打造台北成為像巴黎、柏林、哥本哈根等腳踏車友善城市，但從現
實面來看，這根本是不可行的政策，因爲台北冬天有一半時間在下雨，夏天更有三分之二
的時間都是酷熱的天氣，「這樣的天氣有誰可以每天騎腳踏車上班？」

姚立明批評「政策應該要跟市民商量，而不是專家關起門來期望成為世界都市一樣」，指
出交通政策成為柯文哲重大疤痕，如果再不止血，將來只會越趨嚴重。

政治評論員楊實秋也表示，早在民國98年就有前車之鑑，郝龍斌花了8千萬做一條腳踏車
道，最後卻花了1千萬剷除，「台北要做自行車專用道根本不可能。」

楊實秋進一步表示，歐洲城市可以，但台北不行，因爲台北有大量的機車族，台灣特有的
機車文化，不能不考量進去，如果蓋了自行車道，機車該往哪走？

楊實秋批柯文哲「也不過就是上屆市長的經驗，柯文哲卻用自己有限經驗判斷，將來連任
會非常辛苦。」柯文哲的交通政策不僅造成財政負荷也導致市民痛苦。


4.完整新聞連結 (或短網址):
http://www.storm.mg/article/81089


5.備註:
※ 一個人一天只能張貼一則新聞，被刪或自刪也算額度內，超貼者水桶，請注意

--",2016-02-06 02:04:53,2016-02-03 11:00:58
M.1454468216.A.EE0,HatePolitics,tkucuh,tku&#39;s ,Re: [黑特] 柯p上台就一堆交通問題,"※ 引述《HisVol (他的體積)》之銘言：
: 以前都沒聽過台北有什麼交通問題
: 柯p一上台就突然爆出來
: 還搞得烏煙瘴氣
: 那我當初不如投勝文
: 至少不會有那麼多問題


我是高雄人，有人可以解釋一下為何台北最近突然塞車變嚴重了?

我是知道三橫三縱建單車道使得車道縮減，不過看新聞好像全市都塞車了。

到底是怎麼了??有神人可以分析原因嗎??


--
啥叫做泛綠..泛綠就是一群..懂得理性思考 +
瞭解--自己國家尊嚴遠比呼口號喊爽 重要的人
只要有這個認知的人.沒見過不是泛綠的....

--",2016-02-06 02:04:50,2016-02-03 10:56:52
M.1454468180.A.BFD,HatePolitics,Vonix,台灣大賭場歡迎您,[討論] 請問罷免柯文哲連署要到哪裡簽？,"我每天搭捷運到台北市中心然後走路上班，看報紙才發現
台北市塞車竟然這麼嚴重，弄得台北市民天怒人怨，市長
上任超過一年竟然完全沒有能力解決，無能的程度早就超
過罷免的標準，請問，我該去哪裡填罷免單？

我不是嘴砲，我真的會填

看不下去的新北市民留

--",2016-02-06 02:04:49,2016-02-03 10:56:17
M.1454468083.A.0CE,Gossiping,catwalk456,巴黎草莓,Re: [新聞] 為何反應慢?姚立明：柯文哲每天早出晚歸,"※ 引述《kimuratozuya (木村倒頭哉)》之銘言：
:   再來是拆引道 到公車路線大改剛弄完的時候，柯會被批最兇最慘
:   施工期中不是會有任何正面效益
:   我家附近松山高中人行道拓寬就是這樣，施工中不會有人覺得好
:   建設完後，行人和學生步行上便利很多
:   復興北路單車族只是一部分，也有步行的居民 走路上學的小朋友
:   走路去搭捷運的婆婆媽媽 中老年人
:   難做的建設放在前面搞定，最後一年再來看柯的滿意度

推 Tiphareth: 反正他也不是很期望要連任 先痛一痛你們把它弄下台      02/03 10:42
→ Tiphareth: 之後你們就會開始懷念他了                             02/03 10:42

啊不是很喜歡i-voting？
山也i-voting，海也i-voting，
社子島要你先別i-voting你也堅持要i-voting，
這麼喜歡i-voting我就請問你，三縱三橫你跟誰i-voting過了？
今天台北市政府就是一個蠻幹的問題。
如果你今天跟市民好好溝通，這些市民當初也是投給你的，
不會說不體諒你；
啊問題就是你今天做這些事的時候知會過誰？
大家可以自己看看，
你經過新生南路的時候發現突然在做工程，
會不會感覺很莫名其妙？
啊從來沒聽過這邊要幹嘛啊？
然後到了台大體育館那邊，幾乎所有的公車站牌都被移到兩個車道外，根本呵呵。
接著同時再蔓延到復興南北路，
你將這些台北市的交通主幹線、大動脈同時動工，
又不跟市民溝通，
本來以為是要拓寬人行道，後來才知道是要改成三縱三橫，
而真正的目的是要消滅你們這些死開車騎車的，
讓你們痛到不行，讓你們摸摸鼻子認倒楣去坐大眾運輸。
但問題是：台北市的車子只會多不會少，
而且現在捷運運量又已經飽和，
你文湖線都不夠坐了，
你再把更多的人逼往捷運是有什麼用？
路上很塞，啊坐公車就不塞嗎？
路上堵車是哪一種車都無法倖免的，
公車專用道更科科，
你尖峰時間坐坐看那種十幾二十輛車排一線公車專用道，一輛一輛載客下客的；
反正浪費的是你的時間，又不是公車司機的時間，你罵他也沒用，
他的工作是開好公車，可不是負責讓你準時。

今天的問題就是在這裡啊！
每個環節的人，都只想管好自己的事就好了，
而要有公部門的原因，就是要協調這些環節順利運作，
要不然大家都可以自己來的話，要你公務員、要你市長局處首長幹嘛？
結果現在搞出來一堆悶著頭幹的政策，
周偉航老師說得一點都沒錯，
現在的柯市府，至少是交通局，根本是家父長心態幹事，
你們這些阿呆都不懂，我最懂，聽我的就對了。
現在不方便，陣痛期你們不知道嗎？
啊要陣痛你也先跟我們說一下啊，女孩子月經來也會先感到不舒服吧。
總之就是一整個胡搞，你柯P三年之後皮繃緊一點吧。

--
→ therookie: 因為綠營很愛看電視 但我跟你講白的 北連中胡           11/28 23:20
→ therookie: 現在這時間點帶風向真的沒用了 現實世界的風向早就變了  11/28 23:31
→ therookie: 我真的很喜歡那句 退潮之後就知道誰沒穿褲子            11/28 23:32
→ therookie: 選舉沒有確定的 但北連中胡贏面大 胡又比連更穩些       11/28 23:33
→ therookie: 我是否被黃打臉 你可以不必這麼急 否則很快會被打回來   11/28 23:34
→ therookie: 不用多久了 再18個小時就知道誰沒穿褲子                11/28 23:35

--",2016-02-06 05:36:06,2016-02-03 10:54:39
M.1454467724.A.B32,HatePolitics,KingChang711,支持Lamigo＝支,Re: [黑特] 柯p上台就一堆交通問題,"蚵屁面對交通問題
你知道他怎麼說的嗎？
「再開除幾個局長交通問題就可以解決了」
我們照樣照句
「再開除幾個洋將戰績問題就可以解決了」
好棒棒，把專業人才當免洗洋將，專業人才永遠不會來啦
建議蚵屁，趕快把自己開除，馬上進行市長補選，台北市民要還連神一個公道！

--",2016-02-06 02:04:47,2016-02-03 10:48:41
M.1454467723.A.075,Gossiping,soweina1,XXX,Re: [新聞] 「交通沒救了?」柯文哲:我再開除幾個局長,"公務員沒做好不就應該開除嗎?

這個版不是對公務員最嚴格的嗎?

怎麼為了黑柯P反而挺那些不做事、無能的公務員了?

※ 引述《st900278 (喵咪喵喵叫)》之銘言：
: 標題殺人?
: 柯文哲就是認為 開除了大家就會怕  殺雞儆猴啊
: 選了一個這樣的市長 不論別的 最重要的交通你不能把它弄爛啊
: 弄爛了 就找人來開刀
: 這樣只是快速的把自己的聲望降低而已
: 另外 柯文哲應該要找個發言人
: 一天到晚口無遮攔 看在別人眼中只是笑話而已
: 三天一小失言 五天一大失言
: 這次說""自從開除兩個（周麗芳、倪重華）以後，現在突然就很想開除人""
: 一下就把團隊的士氣打到最低 人心惶惶
: 我看有人在""生涯規劃"" 也是不可避免的事情
: : 塞爆了！柯：再開除幾個局長，大家慢慢就改善了
: : 「我每天都K人，交通局長已經被K到…」由於最近的交通堵塞問題民眾很有感，但交通局
: : 卻對外回應是因為下雨、油價迭降等因素造成的，引發民眾抱怨不斷，柯文哲在專訪中也
: : 忍不住問，「台北市的交通是今天突然變壞的嗎？不是，是這一年慢慢變壞的嘛，三橫三
: : 縱自行車道挖馬路出問題，你們（問交通局）有沒有馬上檢討？沒有」，他批交通局沒有
: : 好好地反省與改進，並把這個觀念融入日常的行事文化中。
: : 對於在幹道上開挖自行車道，開挖一個車道，再把工程車占掉一個車道，造成北市大塞車
: : ，自稱「宅男」的柯文哲說「連我都注意到，你就知道（問題）多嚴重」他接著問交通局
: : 「在幹道上施工，為什麼沒把施工工期列為最開標的條件之一？我現在每天要人寫檢討報
: : 告，犯的錯誤還很多」，他更語出驚人的說：「我再開除幾個局長，大家慢慢就會改善了
: : 」，「自從開除兩個（周麗芳、倪重華）以後，現在突然就很想開除人」。訪談現場，此
: : 時換一旁的新聞幕僚「臉快綠了」，連忙打圓場，暗示柯文哲別再往下講。
: : 作為一個市府的最高長官，柯文哲認為，光是寫還不夠，檢討報告出來最重要的是變成
: : SOP（標準作業程序），所以K局處的同時，也問局處反省了什麼？有沒有寫成SOP？三橫
: : 三縱到現在為止犯了多少錯誤？他要求交報告，「反省與改進是一種文化，沒有寫成SOP
: : ，講一講沒有用」。

--",2016-02-06 05:35:51,2016-02-03 10:48:42
M.1454467556.A.782,Gossiping,sysstat,sys / stat,Re: [爆卦] 郭正亮因為自行車道在廣播節目大罵柯p,"柯屁當然是馬英九3.0

馬英九：『我把你當人看！我教育你！你的基因沒問題！我給你機會！你要按照我的遊戲
規則走！』

換成柯屁也是一樣
你要搭什麼交通工具 走什麼路
要照柯屁的規定

唯一不像的是 人民罵了以後
柯P會做 馬英九不敢做
繼續把市政當實驗場

因此
國民黨的中興就靠柯屁了

※ 引述《chal (&nbsp;)》之銘言：
: 柯P就馬英九3.0啊
: 就一付自己最懂 自己智商高
: 別人反對是因為智商低
: 明明就跟馬英九很像
: 唯一不像的是
: 柯P會改 馬英九不會改
: 可是你不能把整個台北市都當成自己的實驗室
: 你到底要錯幾次 改幾次？
: 這種自大個性會導致找不到人才輔佐
: 然後自己智商高很聰明的想法也不變
: 他就會遇到人生第一個挫折
: 很多聰明人遇到人生挫折都過不去
: 但千萬不要再讓台北市給國民黨拿回去就好

--",2016-02-06 05:36:30,2016-02-03 10:45:54
M.1454467485.A.94E,Gossiping,st900278,喵咪喵喵叫,Re: [新聞] 「交通沒救了?」柯文哲:我再開除幾個局長,"標題殺人?

柯文哲就是認為 開除了大家就會怕  殺雞儆猴啊

選了一個這樣的市長 不論別的 最重要的交通你不能把它弄爛啊

弄爛了 就找人來開刀

這樣只是快速的把自己的聲望降低而已


另外 柯文哲應該要找個發言人

一天到晚口無遮攔 看在別人眼中只是笑話而已

三天一小失言 五天一大失言

這次說""自從開除兩個（周麗芳、倪重華）以後，現在突然就很想開除人""

一下就把團隊的士氣打到最低 人心惶惶

我看有人在""生涯規劃"" 也是不可避免的事情


: 塞爆了！柯：再開除幾個局長，大家慢慢就改善了
: 「我每天都K人，交通局長已經被K到…」由於最近的交通堵塞問題民眾很有感，但交通局
: 卻對外回應是因為下雨、油價迭降等因素造成的，引發民眾抱怨不斷，柯文哲在專訪中也
: 忍不住問，「台北市的交通是今天突然變壞的嗎？不是，是這一年慢慢變壞的嘛，三橫三
: 縱自行車道挖馬路出問題，你們（問交通局）有沒有馬上檢討？沒有」，他批交通局沒有
: 好好地反省與改進，並把這個觀念融入日常的行事文化中。
: 對於在幹道上開挖自行車道，開挖一個車道，再把工程車占掉一個車道，造成北市大塞車
: ，自稱「宅男」的柯文哲說「連我都注意到，你就知道（問題）多嚴重」他接著問交通局
: 「在幹道上施工，為什麼沒把施工工期列為最開標的條件之一？我現在每天要人寫檢討報
: 告，犯的錯誤還很多」，他更語出驚人的說：「我再開除幾個局長，大家慢慢就會改善了
: 」，「自從開除兩個（周麗芳、倪重華）以後，現在突然就很想開除人」。訪談現場，此
: 時換一旁的新聞幕僚「臉快綠了」，連忙打圓場，暗示柯文哲別再往下講。
: 作為一個市府的最高長官，柯文哲認為，光是寫還不夠，檢討報告出來最重要的是變成
: SOP（標準作業程序），所以K局處的同時，也問局處反省了什麼？有沒有寫成SOP？三橫
: 三縱到現在為止犯了多少錯誤？他要求交報告，「反省與改進是一種文化，沒有寫成SOP
: ，講一講沒有用」。

--",2016-02-06 05:36:29,2016-02-03 10:44:43
